Column1,name,minutes,ingredients,n_ingredients,ingredients_clean_processed,type,fat,carbohydrates,fibres,protein,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B6,vitamin_B12,vitamin_B3,vitamin_B9,vitamin_B5,vitamin_C,vitamin_D,vitamin_E,potassium,sodium,calcium,magnesium,iron,zinc,selenium
7396,spicy butternut squash soup,100,"chili oil, white onion, jalapenos, garlic cloves, red bell pepper, black beans, carrots, vegetable stock, butternut squash, pumpkin puree, cilantro, ground cumin, salt and pepper",13,chili oil white onion jalapenos garlic cloves red bell pepper black beans carrots vegetable stock butternut squash pumpkin puree cilantro ground cumin salt pepper,main_meal,0.38,1.46,2.69,1.77,10.85,2.69,2.08,9.08,0,1.69,2.69,2.38,6.62,0,0.85,2.38,10.36,1.16,1.46,1.39,1.85,0
3969,hummus and veggie wrap,5,"tortillas, hummus, cucumber, diced tomato, bell pepper, shoestring carrots, red onions, alfalfa sprout, lettuce",9,tortillas hummus cucumber diced tomato bell pepper shoestring carrots red onions alfalfa sprout lettuce,main_meal,2.19,1.15,3.63,1.67,13.59,3.11,2.3,3.3,0,2.19,6.11,2.22,5.63,0,2.56,2.78,1.48,2.07,2.59,1.3,1.15,0
5192,moroccan oven roasted sesame potatoes,60,"potatoes, harissa, olive oil, coarse sea salt, sesame seeds, lemon",6,potatoes harissa olive oil coarse sea salt sesame seeds lemon,main_meal,26.5,1.17,5.83,1.5,0.56,2.5,1.17,2.67,0,2.17,2,1.5,13,0,22.55,2.33,29.61,1.84,2.67,10.57,1.01,0
7911,sweet and spicy kidney beans,30,"olive oil, garlic, onion, salt, pepper, dried oregano, cinnamon, cumin, chili powder, tomatoes, kidney bean, black olives, barbecue sauce, red hot sauce, beer",15,olive oil garlic onion salt pepper dried oregano cinnamon cumin chili powder tomatoes kidney bean black olives barbecue sauce red hot sauce beer,main_meal,10.77,1.01,3,1.49,0.63,2.16,1.04,7,0,0.97,0.73,1.2,4.07,0,9.16,1.37,11.92,1.48,1.19,5.47,0.89,0.02
5213,moroccan vegetables and cous cous,30,"carrots, parsnips, butternut squash, onion, olive oil, vegetable stock cube, couscous, dried figs, ground cumin, paprika, coriander, coriander leaves",12,carrots parsnips butternut squash onion olive oil vegetable stock cube couscous dried figs ground cumin paprika coriander coriander leaves,main_meal,13.68,1.56,5.29,1.46,11.66,2.85,2.99,3,0,2.53,3.5,2.25,5.75,0,12.44,2.91,4.26,2.41,2.67,6.78,1.8,0.25
3378,glazed vegetable stir fry,15,"sugar, lemon, zest of, low sodium soy sauce, lemon juice, cornstarch, water, cooking oil, broccoli florets, red bell pepper, jicama",10,sugar lemon zest low sodium soy sauce lemon juice cornstarch water cooking oil broccoli florets red bell pepper jicama,main_meal,0.47,2.47,1.9,1.43,0.7,1.9,2,2.57,0,1.7,2.77,2.07,19.8,0,1.6,1.87,12.4,1.3,2.9,1.68,1.17,0.03
3594,grilled corn  avocado and tomato salad,25,"fresh corn, avocado, cherry tomatoes, red onion, olive oil, lime zest, fresh lime juice, cilantro, salt, pepper, brown sugar",11,fresh corn avocado cherry tomatoes red onion olive oil lime zest fresh lime juice cilantro salt pepper brown sugar,main_meal,18.91,2.73,4.27,1.36,1.03,1.91,2.27,3.09,0,2.45,2.27,2.27,3.73,0,13.94,2.55,16.15,1.46,2.27,6.45,1.19,0
6315,radish and avocado salad,15,"radishes, fresh lime juice, avocado, red onion, salt, fresh cilantro",6,radishes fresh lime juice avocado red onion salt fresh cilantro,main_meal,8.17,0.67,3.33,1.33,0.33,2.33,3.5,4.33,0,3.5,5,3,4.83,0,2.67,3.67,21.94,1.18,2.67,2.35,2.01,0
3032,fragrant rice pilaf,56,"basmati rice, water, vegetable oil, cloves, black cardamom pods, bay leaves, cinnamon sticks, black peppercorns, cumin seeds, coriander seeds, salt, cilantro",12,basmati rice water vegetable oil cloves black cardamom pods bay leaves cinnamon sticks black peppercorns cumin seeds coriander seeds salt cilantro,main_meal,0.3,2.68,0.67,1.28,0.01,2.37,0.39,0.75,0,3.55,0.33,1.08,0,0,0,0.38,10.9,1.02,0.91,1.31,1.86,0.02
7514,spicy thai corn salad,23,"frozen corn, red bell pepper, red onion, fresh cilantro, lime juice, thai sweet chili sauce, sugar, cucumber, bean sprouts, snow peas, beans",11,frozen corn red bell pepper red onion fresh cilantro lime juice thai sweet chili sauce sugar cucumber bean sprouts snow peas beans,main_meal,0.36,2.64,2.36,1.27,0.73,1.55,1,1.18,0,1,1.27,0.64,2.09,0,0.36,0.91,1.45,0.73,1.09,1.14,0.82,0
2799,red lentil soup,50,"onion, red lentil, vegetable stock, salt, pepper, cumin, turmeric, cilantro, cayenne, lemon juice, olive oil",11,onion red lentil vegetable stock salt pepper cumin turmeric cilantro cayenne lemon juice olive oil,main_meal,14.73,0.64,3.82,1.09,1.67,1.91,0.91,2.27,0,1,2.09,1.18,11.18,0,12.94,1.36,16.33,1.55,2.27,6.04,0.64,0
3091,fresh salsa with avocado and black beans,20,"tomatoes, avocado, black beans, white shoepeg corn, jalapeno peppers, green bell pepper, red onion, fresh cilantro, balsamic vinaigrette",9,tomatoes avocado black beans white shoepeg corn jalapeno peppers green bell pepper red onion fresh cilantro balsamic vinaigrette,main_meal,5.44,0.44,2.22,1,0.78,1.78,2.33,3.11,0,2.67,2.11,2.33,4,0,2.67,2.44,0,0.67,1.78,1.11,1.22,0
4634,low carb summer squash casserole,45,"summer squash, bell peppers, onion, canola oil, creamed corn, artificial sweetener, cornmeal, salt and pepper, jalapeno",9,summer squash bell peppers onion canola oil creamed corn artificial sweetener cornmeal salt pepper jalapeno,main_meal,9.56,0.44,0.67,0.89,4.22,0.78,1.67,1,0,0.33,0.44,0.89,0.78,0.22,0.67,0.67,14.85,1.23,0.56,0.23,0.45,0
8489,southwestern couscous salad,30,"israeli couscous, chile salsa, seedless cucumber, red bell pepper, green onion, balsamic vinegar",6,israeli couscous chile salsa seedless cucumber red bell pepper green onion balsamic vinegar,main_meal,0.18,0.75,1.52,0.68,0.5,1.18,0.68,2.68,0,0.68,1.02,0.84,2.68,0.02,0.33,1.21,0.03,0.86,1.05,0.57,0.52,0.27
7626,squash curry,30,"squash, canola oil, potatoes, celery, minced ginger, ground turmeric, ground cumin, ground cinnamon, ground coriander, ground cardamom, dried cilantro, lemon, juice of, water",13,squash canola oil potatoes celery minced ginger ground turmeric ground cumin ground cinnamon ground coriander ground cardamom dried cilantro lemon juice water,main_meal,0.2,0.7,1.93,0.65,0.16,1.26,0.9,1.46,0,1.2,1.31,1,6.85,0,0.69,1.74,0.55,1.09,1.3,1.67,0.56,0.02
5304,lightly spiced black beans,15,"vegetable broth, red onion, canned black beans, unsweetened cocoa, turmeric, paprika, cinnamon, jalapeno pepper",8,vegetable broth red onion canned black beans unsweetened cocoa turmeric paprika cinnamon jalapeno pepper,main_meal,0.46,0.6,1.69,0.61,2.72,1.08,1.32,1,0,1.12,0.38,0.25,0.75,0,0.12,0.81,0.02,1.26,0.87,2.83,0.72,0.03
9518,melon soup,15,"melon, mint leaf, fresh lime juice, sugar, fresh lemon juice",5,melon mint leaf fresh lime juice sugar fresh lemon juice,main_meal,0.6,4.6,1.6,0.6,0,1.8,0.6,1.4,0,0.6,1.4,1,16.8,0,1.6,1.2,0.2,0.6,2.6,0.9,0.4,0
8175,thai black bean   corn salad,75,"black beans, frozen corn kernels, red bell pepper, white onion, scallions, fresh cilantro, soy ginger broth, thai red curry paste, lime, juice of, lime, zest of, sesame oil",11,black beans frozen corn kernels red bell pepper white onion scallions fresh cilantro soy ginger broth thai red curry paste lime juice lime zest sesame oil,main_meal,0.09,0.27,0.55,0.27,0,0.45,0.18,0.73,0,0.18,0.27,0.18,0.55,0,0.09,0.27,0,0.27,0.27,0.18,0.18,0
4883,masoor dal,65,"red lentil, fresh ginger, ground turmeric, water, vegetable oil, asafoetida powder, whole cumin seed, dried hot peppers, salt",9,red lentil fresh ginger ground turmeric water vegetable oil asafoetida powder whole cumin seed dried hot peppers salt,main_meal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.52,0.01,0,0.01,0.01,0
8239,the bestest cheezie sauce,20,"cashews, sunflower seeds, red pepper, oats, nutritional yeast, cornstarch, lemon juice, salt, onion powder, maple syrup, water",11,cashews sunflower seeds red pepper oats nutritional yeast cornstarch lemon juice salt onion powder maple syrup water,snacks,19.14,7.41,8.64,8.45,0,22.64,9.36,12.55,0,7.64,9.45,4.41,8.73,0,28.45,4.32,12.01,2.37,18.64,7.15,12,1.5
5799,peanut butter stuffed prunes,15,"pitted prunes, peanut butter",2,pitted prunes peanut butter,snacks,168.5,7.5,31,52.5,1,40,25,22,0,114,26.5,32,2,0,45,21,12,5.5,56.5,13.5,44.5,27.5
5780,peanut butter   banana oatmeal cookies  egg free  milk free,25,"bananas, peanut butter, brown sugar, quick-cooking oats, flour",5,bananas peanut butter brown sugar quick cooking oats flour,snacks,78.4,17.2,25.6,41.4,1.2,41.4,20.2,24.6,0,57.8,17,20.8,2.8,0,22.4,14.6,5.4,3.8,43.6,17.9,37,12.2
35,peanut butter cookies,15,"natural-style peanut butter, sugar substitute, ground flax seeds",3,natural style peanut butter sugar substitute ground flax seeds,snacks,112.33,10.33,18,34.67,0,25.67,16,14,0,75,17.33,20.67,0,0,28.33,12,8,3.33,36.67,8.17,29.33,18.33
2432,debra s peanut butter squares,15,"graham crackers, ""confectioners sugar"", crunchy peanut butter, margarine, chocolate",5,graham crackers confectioners sugar crunchy peanut butter margarine chocolate,snacks,92.8,6.2,10.8,33.27,7.93,34.87,14.4,15.8,0,64.13,10.67,17.47,1,2.27,28.53,10.07,28.47,2.27,24.07,8.77,24.8,16
5782,peanut butter and cucumber roll ups,5,"flat bread, peanut butter, cucumber, salt",4,flat bread peanut butter cucumber salt,snacks,88,7.5,17.25,30.75,2,24,14.75,13.25,0,59.25,15.5,17.75,2.5,0,22.25,11,48.91,3.76,31.25,8.78,26.01,15
5795,peanut butter krispies treats,12,"corn syrup, sugar, smooth peanut butter, rice krispies",4,corn syrup sugar smooth peanut butter rice krispies,snacks,85.25,24.75,15.25,29.75,0,26.5,13.25,13,0,67,14.25,19,1.25,0,21.75,10.5,6,4,30.25,7.62,27.5,13.75
8965,vegan peanut butter balls,10,"peanut butter, agave nectar, oatmeal, coconut",4,peanut butter agave nectar oatmeal coconut,snacks,114.75,3.25,21,28.25,0,20.75,12.25,11.5,0,57,15.5,16.25,0.5,0,22.75,11.5,6.5,3,30.75,9.75,24.5,15.5
5783,peanut butter and jelly hummus,5,"chickpeas, red kidney beans, natural-style peanut butter, black tea, raspberry jam",5,chickpeas red kidney beans natural style peanut butter black tea raspberry jam,snacks,70,7.5,23.5,26.3,1.3,20.8,12.8,11,0,49,18.6,14.6,6.4,0,19,10.8,8.1,4,27.5,11.1,22.4,11
5794,peanut butter hummus,7,"chickpeas, peanut butter, lemon juice, garlic clove, parsley, salt",6,chickpeas peanut butter lemon juice garlic clove parsley salt,snacks,59,6.5,20.67,25.67,10.17,24.17,16.33,26.83,0,42.83,22.5,14.67,52.67,0,21.83,14.17,29.28,7.51,27.17,16.35,20.84,9.17
8967,vegan peanut butter cookies,20,"all-purpose flour, old fashioned oats, baking powder, salt, creamy peanut butter, soymilk, sugar",7,purpose flour old fashioned oats baking powder salt creamy peanut butter soymilk sugar,snacks,65.86,11.57,17.29,25.29,6.29,27.29,14.86,12.14,0,35,11.29,14.86,0.29,0.29,15.43,8.86,22.95,5.29,29.57,10.51,21.72,9
8622,uncooked hemp and flax protein bars,20,"ground flax seeds, hemp seeds, rolled oats, dried cranberries, coconut milk, unsalted natural-style peanut butter, maple syrup",7,ground flax seeds hemp seeds rolled oats dried cranberries coconut milk unsalted natural style peanut butter maple syrup,snacks,81.07,13.36,21,23.29,0.86,25.14,19.29,11.43,0,35.29,13.86,14.07,9.14,0,16.71,11.36,23.02,5.58,32.57,14.8,24.01,9.93
1068,blueberry snack mix,20,"whole almond, walnut pieces, roasted soybeans, dried blueberries, candied ginger",5,whole almond walnut pieces roasted soybeans dried blueberries candied ginger,snacks,84.8,2,19,22.8,0.4,17.2,21.2,9.2,0,5.6,16.6,8,13,0,53,9.2,0,8.8,30,11.4,19,1.2
1797,chocolate peanut butter cups,550,"vegan margarine, peanut butter, graham wafer crumbs, dry sweetener, chocolate chips, soymilk, nuts, paper baking cups",8,vegan margarine peanut butter graham wafer crumbs dry sweetener chocolate chips soymilk nuts paper baking cups,snacks,59.38,1.62,6.75,21.54,5.71,22.04,11.25,10.12,0,40.21,6.92,11.67,0.75,1.42,17.96,6.79,18.17,2.92,15.42,5.42,16.12,10.25
6400,raw vegan oatmeal cookies,20,"all-bran cereal, granola cereal, cranberries, raisins, almonds, walnuts, banana, peanut butter, jam",9,bran cereal granola cereal cranberries raisins almonds walnuts banana peanut butter jam,snacks,82.11,4.39,14.5,21.17,0.17,15.78,16.11,9.78,0,28.44,13.89,11.11,8,0,38.56,8.78,2.72,5.44,27.39,8.17,18.56,6.78
5781,peanut butter and banana oat cookies,25,"bananas, peanut butter, rolled oats, oat flour, raisins, butter, salt, vanilla extract",8,bananas peanut butter rolled oats oat flour raisins butter salt vanilla extract,snacks,45.75,8.25,16,21,0.12,24,9.5,12.75,0,31,10.38,12,1.75,0,13,8.12,19.33,2.26,26.5,9.51,18.38,7.62
5377,no bake peanut butter cookies w  corn flakes,17,"brown sugar, white sugar, light corn syrup, creamy peanut butter, vanilla, corn flakes",6,brown sugar white sugar light corn syrup creamy peanut butter vanilla corn flakes,snacks,70.83,16.83,11.67,20.67,6.67,14.33,11.17,8.17,0,39.83,9.33,12,1,0.33,15.5,7.33,15.17,3.17,19.67,6.75,15.83,9.17
1781,chocolate covered strawberry smoothie,5,"frozen strawberries, almond milk, unsweetened cocoa powder, artificial sweetener",4,frozen strawberries almond milk unsweetened cocoa powder artificial sweetener,snacks,57,2.5,24.62,20.38,1.5,6.38,31,4.75,0,7.75,9.38,6.5,14,0,58.25,12.5,0.88,11.62,37.5,17.12,20.62,1.5
193,almond banana shake,4,"banana, almond milk, ground cinnamon",3,banana almond milk ground cinnamon,snacks,62.18,4.7,15.35,19.8,2.37,7.47,35.55,10.33,0,7.52,9.33,6,5,0,76.33,10.87,1.03,15.38,30.3,12.55,16.42,2.08
1606,chewy chocolate soy smoothie,5,"ice, peanut butter, soymilk, chocolate syrup, banana, granola cereal",6,ice peanut butter soymilk chocolate syrup banana granola cereal,snacks,58.33,9.67,10.67,18.67,1.17,14.17,11.67,10.83,0,38.67,10.33,12.17,3.33,0,15,8.67,4.5,3.83,20.67,5,16,9.5
1813,chocolate sunflower seeds,21,"sunflower seeds, sugar, cocoa powder, sunflower oil",4,sunflower seeds sugar cocoa powder sunflower oil,snacks,80.75,5.75,20.38,18.12,0,38.62,12.75,25.25,0,20,20.62,7,0.25,0,108.67,10.75,0.12,3.62,43,19.33,26.88,4
3741,healthy gooey oatmeal cookies,30,"rolled oats, whole wheat pastry flour, white flour, salt, semisweet chocolate morsel, walnuts, coconut oil, maple syrup, peanut butter, oatmeal, bananas, raisins",12,rolled oats whole wheat pastry flour white flour salt semisweet chocolate morsel walnuts coconut oil maple syrup peanut butter oatmeal bananas raisins,snacks,59.46,10.46,15.25,17.33,0.08,20.17,10.58,10.08,0,21.33,10.92,10.29,1.83,0,11.92,7.54,13.1,2.75,23,9.3,17.34,5.88
8964,vegan peanut butter apple crisp,60,"peanut butter, butter flavor shortening, flour, rolled oats, turbinado sugar, apples, ground cinnamon, fresh lemon rind, lemon juice, water",10,peanut butter butter flavor shortening flour rolled oats turbinado sugar apples ground cinnamon fresh lemon rind lemon juice water,snacks,36.96,8.71,14,17.04,0.01,19.84,7.76,9.2,0,24.76,8.7,9.9,9.1,0,11.4,6.46,2.51,2.62,21.69,9.12,14.92,6.12
6131,protein fitness energy bars,30,"rolled oats, crispy rice cereal, sesame seeds, dried apricots, raisins, protein powder, psyllium, toasted wheat germ, brown rice syrup, splenda granular, peanut butter, vanilla, cinnamon",13,rolled oats crispy rice cereal sesame seeds dried apricots raisins protein powder psyllium toasted wheat germ brown rice syrup splenda granular peanut butter vanilla cinnamon,snacks,30.5,9.08,13.62,16.65,2.16,30.26,6.97,11.23,0,22.58,9.54,9.23,0.77,0,14.77,6.89,1.85,2.7,21.76,9.82,28.94,4.25
7460,spicy peanut dipping sauce,15,"smooth peanut butter, garlic, tamari, water, rice vinegar, chili paste, sugar, fresh cilantro leaves",8,smooth peanut butter garlic tamari water rice vinegar chili paste sugar fresh cilantro leaves,snacks,42.75,9,8.5,16.62,0,15.62,7.62,17.5,0,34.12,7.12,10.62,4,0,10.62,6.38,3.13,2.51,15.89,4.57,14.64,6.88
8963,vegan peanut bread,65,"flour, cornmeal, baking powder, salt, sugar, applesauce, water, peanut butter",8,flour cornmeal baking powder salt sugar applesauce water peanut butter,snacks,42.88,7.88,9.62,16.25,0,13,6.75,7.38,0,29.5,7.88,9.12,0.88,0,11.5,5.5,19.33,1.38,15.75,4.82,13.38,7.62
5460,nutty apple banana blast,5,"apple cider, creamy peanut butter, banana, ice cubes, vanilla, cinnamon, sugar",7,apple cider creamy peanut butter banana ice cubes vanilla cinnamon sugar,snacks,60.65,6.59,10.29,16.06,5.59,12.34,9.38,9.43,0,33.22,9.14,10.57,3.14,0.29,13.71,7.51,3.87,3.59,17.7,5.88,13.46,7.89
1409,carmen s healthy whole wheat bread,130,"bread flour, whole wheat flour, oats, wheat germ, sunflower seeds, flax seed, salt, dry yeast, sugar, warm water, flour, sesame seeds",12,bread flour whole wheat flour oats wheat germ sunflower seeds flax seed salt dry yeast sugar warm water flour sesame seeds,snacks,21.42,8.33,13.33,15.67,0.5,39.5,6.67,17.42,0,9.25,12.92,6.25,0.08,0,32.75,5.58,14.3,2,24.25,11.55,30.75,2.25
8966,vegan peanut butter chocolate chip oatmeal cookies,20,"crunchy peanut butter, vegetable oil, light brown sugar, soymilk, pure vanilla extract, whole wheat flour, all-purpose flour, baking soda, salt, rolled oats, semi-sweet chocolate chips",11,crunchy peanut butter vegetable oil light brown sugar soymilk pure vanilla extract whole wheat flour purpose flour baking soda salt rolled oats semi sweet chocolate chips,snacks,34.18,7.27,11,15.64,0.55,17.18,8.27,7.64,0,22.18,7.09,8.91,0.09,0,9.36,5.36,14.33,2.64,18.64,6.69,13.64,5.73
127,african peanut dipping sauce,35,"onions, peanut oil, cayenne, ground ginger, banana, tomato juice, apple juice, peanut butter",8,onions peanut oil cayenne ground ginger banana tomato juice apple juice peanut butter,snacks,55.12,4.12,9.75,14.25,1.5,12.38,7.88,10.75,0,30.25,9.62,10,8.5,0,18.75,8.38,4.88,2.12,16.5,4.38,12.12,6.88
341,apple spice hummus,5,"garbanzo beans, golden delicious apple, fresh lemon juice, creamy peanut butter, water, salt, apple pie spice, cayenne pepper",8,garbanzo beans golden delicious apple fresh lemon juice creamy peanut butter water salt apple pie spice cayenne pepper,snacks,53.25,2.5,8.62,14.12,4.75,11.25,8.12,6.62,0,28.75,8,9.38,11.5,0.25,12.75,6,19.83,2.63,15.75,3.64,11.63,6.88
211,almond tahini date balls,20,"sliced almonds, cinnamon, tahini, dried dates",4,sliced almonds cinnamon tahini dried dates,snacks,44.14,8.02,15.76,14.1,0.02,5.35,22.66,4.5,0,6.89,6.5,4.75,0.25,0,57,8.9,0.02,9.79,24.22,13.66,11.56,1.06
8779,vegan chocolate carob farina nut cookies,25,"peanut butter, canola oil, sugar, soymilk, pure vanilla extract, whole wheat flour, baking soda, salt, farina, chocolate chips, carob chips, walnuts",12,peanut butter canola oil sugar soymilk pure vanilla extract whole wheat flour baking soda salt farina chocolate chips carob chips walnuts,snacks,48.08,5.25,7.67,13.83,0.5,12.17,6.33,6,0,19.92,8.17,8.33,0.17,0,10,4.58,13.14,2.59,14.42,4.55,12.09,5.42
251,amazing peanut butter cookies,27,"non-hydrogenated vegan margarine, vegetable shortening, unbleached cane sugar, brown sugar, non-hydrogenated peanut butter, vanilla-flavored soy yogurt, flour, baking soda, baking powder, salt",10,non hydrogenated vegan margarine vegetable shortening unbleached cane sugar brown sugar non hydrogenated peanut butter vanilla flavored soy yogurt flour baking soda baking powder salt,snacks,43.2,5.9,7.7,13.23,5.47,10.73,5.9,6.4,0,24.07,7.13,7.63,3.3,0.83,14.87,4.73,15.7,1.44,12.93,4.09,10.8,6.1
5806,peanut pita  filling,20,"roasted peanuts, vegan margarine, spring onions, raisins, tomatoes, whole wheat pita bread",6,roasted peanuts vegan margarine spring onions raisins tomatoes whole wheat pita bread,snacks,45,4.67,8.5,12.56,8.44,14.56,9.17,4,0,19.61,8.39,9.06,4.83,1.39,18.94,5.22,7.22,2.22,11.56,4.06,11.33,9.17
204,almond candies,65,"karo syrup, coconut, almond extract, almonds, chocolate bark",5,karo syrup coconut almond extract almonds chocolate bark,snacks,59.4,8.4,13.6,12,0,4.4,17.4,2.8,0,4,6,2.4,1.4,0,46.8,6,0.4,5.8,18.2,8,10.4,2.2
5458,nutritious flour blend,5,"white flour, whole wheat flour, oat flour, barley flour, wheat germ, ground flax seeds, cornmeal",7,white flour whole wheat flour oat flour barley flour wheat germ ground flax seeds cornmeal,snacks,5.29,5.86,10,11.86,0.14,32,2.57,11.14,0,3.43,7.86,4.14,0,0,12.57,4.29,0,0.86,13.71,8.43,34.71,0.86
6391,raw vegan brownies,5,"walnuts, dates, cacao, coconut oil",4,walnuts dates cacao coconut oil,snacks,87,8.25,19,11.25,0,13.5,2.75,6.75,0,4.25,13.5,9.25,1,0,9.75,9.25,0.5,4,19.25,13,12,2.25
469,cucumbers in turmeric,150,"cucumbers, salt, shallots, garlic cloves, fresh ginger, peanut oil, ground almonds, turmeric, sugar, vinegar, water",11,cucumbers salt shallots garlic cloves fresh ginger peanut oil ground almonds turmeric sugar vinegar water,snacks,40,3.64,7,10.73,0.27,8.82,12.27,9.18,0,11.27,5.18,5.64,3.82,0,28.36,4.64,12.06,3.55,12.65,3.97,9.1,4.91
8612,ultimate peanut chutney,10,"peanuts, garlic paste, ginger paste, tamarind paste, green chilies, dry coconut powder, fresh coriander leaves",7,peanuts garlic paste ginger paste tamarind paste green chilies dry coconut powder fresh coriander leaves,snacks,41.14,2.57,9.86,10.71,0,12.29,7,13.43,0,15.57,6.43,7.71,4.86,0,7.43,5.57,0.57,1.71,10.29,5,9.71,8.14
4782,maple glazed walnuts,15,"walnut halves, maple syrup, salt",3,walnut halves maple syrup salt,snacks,75.17,19.17,8.33,10.33,0,14.67,16.67,5,0,1.67,12.67,8.17,2,0,11,5.17,43.72,4.35,17,6.87,17.02,0.83
8337,tofu chips,130,"firm tofu, nutritional yeast, canola oil",3,firm tofu nutritional yeast canola oil,snacks,6.33,0.33,1.33,10.33,0,2.67,1.33,1.33,0,1,2.33,0.67,0,0,3.33,1.33,0.33,6.33,8.33,6.33,6.33,0
5375,health cookies,30,"bananas, vanilla extract, coconut oil, rolled oats, almond meal, coconut, cinnamon, sea salt, baking powder, dark chocolate bars",10,bananas vanilla extract coconut oil rolled oats almond meal coconut cinnamon sea salt baking powder dark chocolate bars,snacks,32.06,3.41,12.7,9.94,0.11,11.14,10.96,5.9,0,3.26,5.3,3.6,1.6,0,24.8,5.26,13.28,4.22,17.79,8.88,9.33,1.12
942,power bars,40,"sunflower oil, rolled oats, walnuts, sliced almonds, unsweetened coconut, oat bran, ground flax seeds, crispy rice cereal, dried cranberries, crystallized ginger, sesame seeds, brown rice syrup, unbleached cane sugar, pure vanilla extract, sea salt",15,sunflower oil rolled oats walnuts sliced almonds unsweetened coconut oat bran ground flax seeds crispy rice cereal dried cranberries crystallized ginger sesame seeds brown rice syrup unbleached cane sugar pure vanilla extract sea salt,snacks,43.27,7.93,10.27,9.67,0,11.93,7.93,4.4,0,5.07,6.53,4.8,4.2,0,28.38,4.13,8.84,3.4,15.13,6.66,9.8,0.87
372,apricot orange balls,90,"prunes, dried apricots, raisins, orange juice, orange zest, desiccated coconut, almonds",7,prunes dried apricots raisins orange juice orange zest desiccated coconut almonds,snacks,42.71,2.86,12.29,9.43,4.57,6.43,14,3.86,0,4.29,6.43,3.14,14,0,35.29,7.14,0.29,5.29,14.71,6.43,7.86,1.57
2664,pan con tomato,10,"peasant bread, olive oil, tomatoes, garlic salt, salt",5,peasant bread olive oil tomatoes garlic salt salt,snacks,35.6,6.8,12.8,9.4,3.87,10.8,5.8,21.8,0,5.8,4.6,4.8,12.4,0,28.27,4.8,47.13,3.81,6.4,17.29,6.21,1
699,banana chia crackers,760,"chia seeds, water, banana, salt, cinnamon",5,chia seeds water banana salt cinnamon,snacks,23.11,2.02,29.41,9.08,0.22,10.48,4.33,6,0,7.91,6.2,2,3.2,0,1.2,5.32,26.35,12.44,22.78,11.75,13.46,3.25
1139,brie cheeze  vegan,30,"wheat germ, water, agar-agar flakes, raw cashews, firm silken tofu, nutritional yeast flakes, fresh lemon juice, tahini, onion powder, salt, garlic powder, dill seeds",12,wheat germ water agar agar flakes raw cashews firm silken tofu nutritional yeast flakes fresh lemon juice tahini onion powder salt garlic powder dill seeds,snacks,4.75,2.58,6.83,9.08,0.08,20.08,2.58,14.33,0,2.33,5.5,3.25,10.17,0,8.67,4.08,11.14,2.84,10.75,6.68,21.34,0
6169,pumpkin seed,55,"pumpkin seeds, yam, red onion, garlic cloves, tamari, lemon juice, nutritional yeast, oil, dijon mustard, rosemary, sesame seeds",11,pumpkin seeds yam red onion garlic cloves tamari lemon juice nutritional yeast oil dijon mustard rosemary sesame seeds,snacks,16.97,2.15,5.73,8.97,3.09,7.36,4.3,11.12,0,3.85,5.91,2.91,13.82,0,3.33,4.97,3.58,3.88,19.58,9.88,8.7,1.64
7208,so much more than carrot cake cookies,60,"almond milk, flax seeds, canola oil, toasted sesame oil, maple syrup, demerara sugar, sugar, fresh ginger, vanilla, barley flour, whole wheat flour, wheat germ, baking powder, cinnamon, nutmeg, cardamom, sea salt, carrot, oats, shredded coconut, walnuts, dried kasha, candied ginger, raisins, berries",25,almond milk flax seeds canola oil toasted sesame oil maple syrup demerara sugar sugar fresh ginger vanilla barley flour whole wheat flour wheat germ baking powder cinnamon nutmeg cardamom sea salt carrot oats shredded coconut walnuts dried kasha candied ginger raisins berries,snacks,23.84,6.1,9.32,8.86,4.24,15.3,8.03,5.72,0,2.62,6.44,4.02,2.72,0,15,4,5.53,3.09,13,6.79,15.69,0.87
5447,nuclear nuts,10,"peanuts, maple syrup, dried chipotle powder, ground habanero chile pepper, cumin, salt",6,peanuts maple syrup dried chipotle powder ground habanero chile pepper cumin salt,snacks,27.58,10.08,5.33,8.67,0,10.33,14,0.33,0,17,5.83,7.08,0.83,0,8,3.92,22.02,1.84,9.67,2.43,11.18,8.42
1387,caramel apple shake   raw food,5,"apple, apple juice, almond butter, dates, ground cinnamon, ground nutmeg, banana",7,apple apple juice almond butter dates ground cinnamon ground nutmeg banana,snacks,25.51,7.01,11.01,8.49,0.16,4.34,13.81,6.29,0,4.94,5.29,3.71,4.29,0,34,7.37,0.01,5.88,15.7,8.52,7.18,0.61
8366,tofu nut balls,70,"old fashioned oats, pecans, garlic, sage, oregano, salt, black pepper, lemon juice, firm tofu, water, olive oil",11,old fashioned oats pecans garlic sage oregano salt black pepper lemon juice firm tofu water olive oil,snacks,19.18,3.36,9.45,8.27,3.39,12.36,3.73,15.18,0,2.64,3,3.55,10.55,0,15.12,3.55,16.42,6.1,13.55,14.13,7.19,0
